Draw,Date,Winning Number 1,2,3,4,5,Lucky Star 1,2,From Last,Low,High,Odd,Even,1-10,11-20,21-30,31-40,41-50,Division 1 Winners,Division 1 Prize,Division 2 Winners,Division 2 Prize,Division 3 Winners,Division 3 Prize,Division 4 Winners,Division 4 Prize,Division 5 Winners,Division 5 Prize,Division 6 Winners,Division 6 Prize,Division 7 Winners,Division 7 Prize,Division 8 Winners,Division 8 Prize,Division 9 Winners,Division 9 Prize,Division 10 Winners,Division 10 Prize,Division 11 Winners,Division 11 Prize,Division 12 Winners,Division 12 Prize,Division 13 Winners,Division 13 Prize
1000,2017-04-21,2,13,16,22,49,4,5,22,4,1,2,3,1,2,1,0,1,0,0.00,3,347215.00,6,40435.00,39,3043.00,888,143.00,1784,99.00,1861,54.00,40647,12.00,24839,19.00,80735,11.00,129174,10.00,568872,7.00,1108135,4.00
999,2017-04-18,17,22,31,38,45,5,12,,2,3,3,2,0,1,1,2,1,0,0.00,1,699968.00,3,54344.00,14,5696.00,426,200.00,695,171.00,1110,61.00,19911,16.00,10301,30.00,48987,13.00,55483,16.00,292336,9.00,730439,4.00
998,2017-04-14,4,14,20,23,33,6,10,,4,1,2,3,1,2,1,1,0,0,0.00,3,325833.00,5,45534.00,46,2421.00,852,139.00,1474,112.00,2149,44.00,34054,13.00,20801,21.00,88122,10.00,103554,12.00,459998,8.00,1185499,4.00
997,2017-04-11,5,21,22,31,49,2,8,,3,2,4,1,1,0,2,1,1,1,83397527.00,1,986781.00,5,45967.00,34,3306.00,679,177.00,1981,84.00,1331,71.00,31833,15.00,30230,14.00,69370,13.00,163646,8.00,479239,8.00,1029199,4.00
996,2017-04-07,2,10,19,35,50,6,7,,3,2,2,3,2,1,0,1,1,0,0.00,2,617870.00,11,26165.00,47,2995.00,899,167.00,1974,106.00,2014,59.00,43568,13.00,29033,19.00,88858,12.00,154973,10.00,636764,7.00,1277867,4.00
995,2017-04-04,1,9,24,33,34,2,6,24,3,2,3,2,2,0,1,2,0,0,0.00,3,297860.00,4,52031.00,32,3181.00,575,189.00,1639,92.00,1175,73.00,27920,15.00,24843,16.00,60062,13.00,132897,8.00,426256,8.00,911875,5.00
994,2017-03-31,17,24,26,28,45,4,12,,2,3,2,3,0,1,3,0,1,0,0.00,2,585756.00,14,19490.00,23,5803.00,721,197.00,1195,166.00,2096,54.00,33464,16.00,17946,29.00,95479,11.00,94913,15.00,480911,9.00,1364410,4.00
993,2017-03-28,9,13,31,33,46,6,10,,2,3,4,1,1,1,0,2,1,0,0.00,3,266676.00,13,14334.00,31,2940.00,594,164.00,1160,117.00,1377,56.00,25210,15.00,16499,21.00,61436,12.00,85940,12.00,359331,8.00,885792,4.00
992,2017-03-24,2,17,21,27,34,5,9,,3,2,3,2,1,1,2,1,0,0,0.00,7,152897.00,5,49856.00,82,1487.00,1168,111.00,2893,63.00,2019,51.00,44252,11.00,37976,12.00,85489,11.00,185338,7.00,600419,7.00,1154547,4.00
991,2017-03-21,1,20,23,44,47,4,11,,3,2,3,2,1,1,1,0,2,0,0.00,2,373297.00,5,34778.00,21,4050.00,411,221.00,965,131.00,973,74.00,19970,18.00,14392,23.00,48313,14.00,75836,12.00,311529,9.00,770119,4.00
990,2017-03-17,6,10,19,29,36,3,9,36,3,2,2,3,2,1,1,1,0,0,0.00,2,518886.00,11,21974.00,84,1407.00,1019,124.00,2770,64.00,1907,52.00,41785,12.00,36355,13.00,81326,11.00,178397,7.00,564357,7.00,1103923,4.00
989,2017-03-14,3,5,21,36,44,3,6,36,3,2,3,2,2,0,1,1,1,1,80571199.00,4,244777.00,7,32578.00,31,3598.00,693,172.00,1947,85.00,1443,65.00,34032,13.00,29265,15.00,66907,13.00,150788,8.00,506197,7.00,1004145,5.00
988,2017-03-10,31,36,38,47,49,8,11,,0,5,3,2,0,0,0,3,2,0,0.00,1,1279254.00,4,74488.00,31,4701.00,671,232.00,1492,145.00,1616,76.00,31548,19.00,22625,25.00,70465,16.00,123981,13.00,488735,10.00,1114364,5.00
987,2017-03-07,6,37,41,48,50,4,5,,1,4,2,3,1,0,0,1,3,0,0.00,0,0.00,4,275025.00,23,4420.00,450,241.00,1031,147.00,1000,86.00,23140,18.00,16551,24.00,49846,16.00,100253,11.00,368378,9.00,777159,5.00
986,2017-03-03,2,11,29,30,47,1,12,,2,3,3,2,1,1,2,0,1,0,0.00,5,233685.00,6,45356.00,23,5787.00,667,213.00,1280,155.00,2199,51.00,30390,18.00,18400,28.00,92728,11.00,98747,15.00,438894,10.00,1319018,4.00
985,2017-02-28,10,20,31,35,42,2,12,,2,3,2,3,1,1,0,2,1,0,0.00,0,0.00,4,240661.00,17,5232.00,410,231.00,760,174.00,1246,60.00,20373,18.00,11402,30.00,54502,13.00,60555,16.00,308000,10.00,821467,4.00
984,2017-02-24,2,4,13,22,43,8,9,13,4,1,2,3,2,1,1,0,1,0,0.00,7,154280.00,10,25153.00,32,3845.00,1038,126.00,1588,115.00,2203,47.00,43523,12.00,23372,20.00,88645,11.00,120351,11.00,587214,7.00,1193938,4.00
983,2017-02-21,13,19,41,45,49,3,4,19,2,3,5,0,0,2,0,0,3,0,0.00,2,364668.00,3,56624.00,12,6924.00,469,189.00,946,131.00,928,76.00,22453,15.00,14342,23.00,46637,14.00,81058,11.00,349450,8.00,710356,5.00
982,2017-02-17,19,25,33,36,48,2,9,,2,3,3,2,0,1,1,2,1,1,17000000.00,3,347003.00,8,30308.00,33,3594.00,711,178.00,1590,111.00,1502,67.00,31155,16.00,25531,18.00,66061,14.00,144487,9.00,471329,8.00,986394,5.00
981,2017-02-14,2,10,24,40,44,3,10,,3,2,0,5,2,0,1,1,1,2,23570709.00,1,855915.00,6,33225.00,27,3611.00,585,178.00,1352,107.00,1322,62.00,26447,15.00,18710,20.00,61439,12.00,96739,11.00,392902,8.00,912910,4.00
980,2017-02-10,7,21,26,35,43,2,9,,2,3,4,1,1,0,2,1,1,0,0.00,4,280518.00,6,43557.00,62,2062.00,990,138.00,2202,86.00,2066,52.00,42233,12.00,30549,16.00,86623,11.00,159849,9.00,565625,7.00,1158318,4.00
979,2017-02-07,4,10,31,38,44,8,10,4,2,3,1,4,2,0,0,2,1,0,0.00,0,0.00,3,319734.00,24,3693.00,599,158.00,1266,104.00,1175,64.00,26590,14.00,16383,21.00,56225,12.00,80874,12.00,350916,8.00,812462,4.00
978,2017-02-03,3,4,15,46,50,5,9,"3,4",3,2,2,3,2,1,0,0,2,0,0.00,3,369791.00,5,51677.00,30,4213.00,700,193.00,1892,99.00,1369,78.00,33285,16.00,32498,15.00,67286,15.00,182855,8.00,542868,8.00,1075437,5.00
977,2017-01-31,3,4,17,23,44,6,9,17,4,1,3,2,2,1,1,0,1,1,25880509.00,3,270664.00,3,63041.00,46,2011.00,724,136.00,1808,76.00,1714,46.00,33053,12.00,24548,15.00,73036,10.00,119818,8.00,449761,7.00,975867,4.00
976,2017-01-27,17,20,28,45,48,5,9,17,2,3,2,3,0,2,1,0,2,0,0.00,2,538931.00,10,25105.00,52,2361.00,741,177.00,2215,83.00,1466,71.00,36192,14.00,32734,15.00,70246,14.00,177760,8.00,529133,8.00,1036365,5.00
975,2017-01-24,1,5,7,17,23,3,8,17,5,0,5,0,3,1,1,0,0,1,88587275.00,11,96334.00,25,9872.00,103,1172.00,1624,79.00,3273,55.00,3792,27.00,58023,9.00,38294,12.00,121326,8.00,171338,8.00,659707,6.00,1345199,4.00
974,2017-01-20,10,17,27,31,49,3,5,,2,3,4,1,1,1,1,1,1,0,0.00,3,447519.00,16,19544.00,96,1593.00,1235,132.00,3601,63.00,2278,57.00,53184,12.00,47153,13.00,102166,12.00,236179,7.00,736643,7.00,1411722,4.00
973,2017-01-17,4,16,25,43,47,2,10,16,3,2,3,2,1,1,1,0,2,0,0.00,4,239149.00,8,27850.00,29,3758.00,630,185.00,1319,123.00,1374,67.00,26865,17.00,19340,22.00,65156,13.00,105357,11.00,401661,9.00,950064,5.00
972,2017-01-13,3,7,16,26,50,4,7,,3,2,2,3,2,1,1,0,1,0,0.00,8,175315.00,9,36296.00,62,2577.00,1379,124.00,3228,74.00,2466,55.00,57280,11.00,46858,13.00,109202,11.00,238914,7.00,778041,7.00,1517238,4.00
971,2017-01-10,2,11,29,35,44,4,9,,2,3,3,2,1,1,1,1,1,0,0.00,3,280821.00,5,39244.00,50,1920.00,750,137.00,1621,88.00,1515,53.00,27375,14.00,24029,16.00,62277,12.00,128094,8.00,396092,8.00,869294,4.00
970,2017-01-06,10,14,18,21,49,9,11,49,4,1,2,3,1,2,1,0,1,0,0.00,5,215540.00,9,27890.00,20,6139.00,754,174.00,1405,130.00,1789,58.00,35407,14.00,21100,23.00,86431,11.00,111273,12.00,504296,8.00,1225401,4.00
969,2017-01-03,19,23,27,34,49,1,11,,2,3,4,1,0,1,2,1,1,0,0.00,0,0.00,7,134726.30,30,2904.70,572,162.50,1093,118.70,1489,49.40,15593,21.70,23554,15.20,65312,10.30,79367,12.00,327904,8.70,891999,3.90
968,2016-12-30,8,10,22,29,47,1,3,22,3,2,2,3,2,0,2,0,1,0,0.00,3,379410.00,7,37872.00,42,3087.00,895,155.00,2003,96.00,1884,58.00,40900,13.00,27490,18.00,88780,11.00,140437,10.00,568132,8.00,1235236,4.00
967,2016-12-27,3,22,25,32,39,7,12,39,3,2,3,2,1,0,2,2,0,1,25251858.00,3,251503.00,2,87867.00,14,6140.00,497,184.00,795,161.00,1218,60.00,22240,16.00,11807,28.00,54968,12.00,61594,15.00,326595,9.00,811831,4.00
966,2016-12-23,4,16,20,39,46,2,5,,3,2,1,4,1,2,0,1,1,0,0.00,2,603822.00,7,40182.00,49,2808.00,989,148.00,2297,89.00,1962,59.00,39591,14.00,33162,16.00,80841,13.00,183528,8.00,571233,8.00,1134414,5.00
965,2016-12-20,13,15,17,21,27,2,3,,4,1,5,0,0,3,2,0,0,1,61653352.00,14,67191.00,15,14606.00,67,1599.00,1583,72.00,2047,78.00,2543,36.00,50852,9.00,24069,17.00,90651,9.00,108723,11.00,607464,6.00,1117419,4.00
964,2016-12-16,6,10,30,41,45,4,11,,2,3,2,3,2,0,1,0,2,0,0.00,6,201175.00,10,28114.00,31,4436.00,824,178.00,1448,141.00,1963,59.00,33566,17.00,21497,25.00,83757,13.00,118116,13.00,498493,9.00,1249755,4.00
963,2016-12-13,14,28,29,48,50,2,8,28,1,4,1,4,0,1,2,0,2,0,0.00,3,276225.00,2,96504.00,32,2950.00,505,199.00,1651,85.00,1046,76.00,24510,16.00,25401,14.00,52181,14.00,141240,7.00,380023,8.00,803844,5.00
962,2016-12-09,6,12,28,37,40,1,5,,2,3,1,4,1,1,1,2,0,0,0.00,8,138311.00,6,42952.00,51,2472.00,853,158.00,1840,102.00,1886,56.00,37539,14.00,27676,18.00,81417,12.00,150188,9.00,543595,8.00,1146616,4.00
961,2016-12-06,1,7,11,27,45,4,9,11,3,2,5,0,2,1,1,0,1,0,0.00,4,184977.00,8,21542.00,43,1960.00,759,118.00,1943,65.00,1799,40.00,31796,11.00,25031,13.00,70700,9.00,118640,8.00,413285,7.00,898252,4.00
960,2016-12-02,6,11,23,31,32,2,12,,3,2,3,2,1,1,1,2,0,1,29377167.00,2,565854.00,4,65897.00,20,6446.00,708,194.00,1170,164.00,2034,54.00,34713,15.00,17370,29.00,97572,10.00,90478,16.00,488804,9.00,1354982,4.00
959,2016-11-29,21,26,27,28,38,9,11,28,1,4,2,3,0,0,4,1,0,0,0.00,4,189176.00,3,58748.00,22,3918.00,435,211.00,1007,127.00,986,74.00,21331,17.00,14978,22.00,51277,13.00,81038,12.00,340644,8.00,821109,4.00
958,2016-11-25,5,11,17,23,28,10,11,5,4,1,4,1,1,2,2,0,0,2,30570889.00,6,209908.00,33,8889.00,49,2928.00,1363,112.00,1904,112.00,4792,25.00,46467,13.00,24927,22.00,150408,7.00,121420,13.00,576536,8.00,1769289,3.00
957,2016-11-22,5,10,33,34,47,2,10,47,2,3,3,2,2,0,0,2,1,0,0.00,1,842897.00,3,65440.00,22,4365.00,500,205.00,1146,125.00,1090,74.00,23499,17.00,17520,21.00,54944,14.00,95576,11.00,367122,9.00,864045,5.00
956,2016-11-18,3,12,27,32,47,6,8,,2,3,3,2,1,1,1,1,1,0,0.00,2,571704.00,16,16645.00,45,2895.00,938,148.00,2122,91.00,2004,55.00,40754,13.00,30680,17.00,86263,12.00,159108,9.00,578129,7.00,1219769,4.00
955,2016-11-15,7,15,36,42,48,3,7,,2,3,2,3,1,1,0,1,2,0,0.00,2,395179.00,3,61361.00,55,1637.00,581,165.00,2108,64.00,1167,65.00,25998,14.00,32284,11.00,49068,14.00,178354,6.00,383252,8.00,731957,5.00
954,2016-11-11,3,22,23,38,49,2,9,49,3,2,3,2,1,0,2,1,1,0,0.00,6,180025.00,7,35940.00,39,3155.00,804,163.00,1954,94.00,1631,64.00,36204,14.00,29267,16.00,73994,13.00,153956,9.00,542075,7.00,1106799,5.00
953,2016-11-08,5,9,47,49,50,8,9,,2,3,4,1,2,0,0,0,3,1,39336342.00,1,845568.00,3,65647.00,24,4014.00,578,178.00,1471,98.00,1196,68.00,27485,14.00,18718,20.00,55266,14.00,95626,11.00,412673,8.00,823632,5.00
952,2016-11-04,7,11,12,44,48,3,7,,3,2,2,3,1,2,0,0,2,0,0.00,4,299190.00,7,39820.00,67,2035.00,902,161.00,3702,55.00,1586,73.00,45474,12.00,59755,9.00,81630,13.00,295176,5.00,683958,7.00,1254788,4.00
951,2016-11-01,6,10,20,29,37,1,9,10,3,2,2,3,2,1,1,1,0,0,0.00,3,245645.00,9,19071.00,38,2209.00,621,144.00,1465,85.00,1466,48.00,25885,13.00,19634,17.00,58634,11.00,97842,9.00,358325,8.00,808136,4.00
950,2016-10-28,10,16,19,23,43,2,8,,4,1,3,2,1,2,1,0,1,1,17375733.00,5,317751.00,8,46255.00,112,1616.00,1332,145.00,4187,64.00,2846,54.00,59837,12.00,55816,13.00,127410,11.00,273843,7.00,834733,7.00,1759886,4.00
949,2016-10-25,3,15,20,21,28,1,5,20,4,1,3,2,1,2,2,0,0,1,50108729.00,6,156002.00,9,24223.00,50,2133.00,966,118.00,2108,75.00,1906,47.00,39698,11.00,26486,16.00,78814,11.00,125501,9.00,517974,7.00,1042087,4.00
948,2016-10-21,9,20,23,44,48,8,10,,3,2,2,3,1,1,1,0,2,0,0.00,3,408990.00,10,28578.00,36,3883.00,846,176.00,1591,131.00,1806,65.00,35930,16.00,24943,22.00,85437,13.00,128187,12.00,544209,8.00,1289660,4.00
947,2016-10-18,2,17,21,25,27,6,9,,4,1,4,1,1,1,3,0,0,0,0.00,0,0.00,6,177605.00,52,1894.00,844,124.00,1907,77.00,1853,45.00,33852,12.00,25866,15.00,73828,10.00,127668,8.00,464657,7.00,996771,4.00
946,2016-10-14,7,13,19,31,34,1,11,,3,2,4,1,1,2,0,2,0,0,0.00,5,258506.00,14,21503.00,60,2454.00,1199,131.00,2115,104.00,3612,34.00,46352,13.00,27405,21.00,130326,9.00,135541,12.00,606634,8.00,1654340,4.00
945,2016-10-11,5,15,20,24,37,4,11,20,4,1,3,2,1,2,1,1,0,1,168085323.00,10,183627.00,12,35641.00,67,3122.00,1558,143.00,2823,110.00,3832,46.00,63646,14.00,38295,21.00,156594,10.00,196862,12.00,861521,8.00,2102915,4.00
944,2016-10-07,2,12,20,27,30,9,11,,3,2,1,4,1,2,2,0,0,0,0.00,11,195998.00,19,26429.00,73,3365.00,1955,134.00,3307,111.00,5316,39.00,77663,13.00,43532,22.00,194837,10.00,223669,12.00,1029488,8.00,2520927,4.00
943,2016-10-04,4,7,14,34,38,4,11,,3,2,1,4,2,1,0,2,0,0,0.00,7,225641.00,11,33444.00,56,3213.00,1345,143.00,2483,108.00,2789,54.00,58969,13.00,34247,20.00,126962,11.00,172852,11.00,764835,8.00,1770619,4.00
942,2016-09-30,17,35,37,43,44,2,10,,1,4,4,1,0,1,0,2,2,0,0.00,6,221260.00,15,40229.00,84,5268.00,1516,233.00,3493,123.00,3456,57.00,71403,16.00,51239,17.00,169033,14.00,269403,9.00,1031101,9.00,2427770,5.00
941,2016-09-27,6,9,13,39,41,2,12,39,3,2,4,1,2,1,0,1,1,0,0.00,3,293260.00,7,29273.00,21,4773.00,536,199.00,877,170.00,1554,54.00,25400,16.00,13715,28.00,72147,11.00,70688,16.00,368993,9.00,1018716,4.00
940,2016-09-23,14,16,39,42,49,3,9,,2,3,2,3,0,2,0,1,2,1,23850387.00,6,221260.00,11,40229.00,42,5268.00,831,233.00,1573,123.00,2433,57.00,37525,16.00,37391,17.00,70992,14.00,206354,9.00,570692,9.00,1084325,5.00
939,2016-09-20,1,4,10,41,45,6,9,,3,2,3,2,3,0,0,0,2,0,0.00,2,446188.00,5,59492.00,26,5720.00,486,268.00,1073,121.00,1344,69.00,24488,17.00,22413,19.00,50609,14.00,125378,10.00,387604,8.00,780334,4.00
938,2016-09-16,5,8,14,22,32,2,11,,4,1,1,4,2,1,1,1,0,1,39758892.00,5,281166.00,18,26034.00,53,4421.00,1299,158.00,2886,71.00,2236,65.00,50649,13.00,31711,21.00,115845,9.00,152928,12.00,660389,8.00,1478993,4.00
937,2016-09-13,4,7,16,35,44,1,3,4,3,2,2,3,2,1,0,1,1,0,0.00,2,486020.00,6,54002.00,33,4909.00,721,197.00,1512,94.00,1543,66.00,30788,14.00,23088,20.00,63123,12.00,125001,11.00,457369,8.00,921219,4.00
936,2016-09-09,4,11,15,17,28,1,3,,4,1,3,2,1,3,1,0,0,0,0.00,5,267193.00,22,20242.00,86,2589.00,1601,122.00,3121,62.00,3342,42.00,59311,10.00,42091,15.00,116032,9.00,182659,10.00,726434,7.00,1414011,4.00
935,2016-09-06,12,24,30,34,45,7,10,,2,3,1,4,0,1,2,1,1,0,0.00,0,0.00,3,397405.00,18,8279.00,597,218.00,1164,112.00,1290,72.00,27416,15.00,18403,23.00,56294,12.00,97750,12.00,393013,8.00,805392,4.00
934,2016-09-02,8,16,32,40,50,2,11,16,2,3,0,5,1,1,0,2,1,5,7840860.00,9,153095.00,21,21871.00,62,3704.00,1329,151.00,3253,62.00,1938,74.00,39257,16.00,27036,24.00,84130,13.00,145769,13.00,559203,9.00,1202683,4.00
933,2016-08-30,13,16,29,35,42,6,8,,2,3,3,2,0,2,1,1,1,0,0.00,6,156757.00,5,62703.00,39,4019.00,730,188.00,1351,102.00,1706,57.00,29884,14.00,24722,18.00,57774,13.00,127940,10.00,432657,8.00,842183,4.00
932,2016-08-26,1,9,28,30,48,7,8,,2,3,2,3,2,0,2,0,1,0,0.00,6,218708.00,9,48602.00,49,4463.00,962,199.00,1717,111.00,1918,71.00,43710,14.00,29949,21.00,79654,13.00,158445,11.00,646104,7.00,1158861,4.00
931,2016-08-23,2,23,31,37,45,4,8,,2,3,4,1,1,0,1,2,1,0,0.00,3,293781.00,6,48963.00,28,5246.00,519,248.00,1053,122.00,1518,60.00,24230,17.00,23770,18.00,49208,14.00,128143,9.00,368072,9.00,750100,4.00
930,2016-08-19,5,6,22,25,34,5,7,34,4,1,2,3,2,0,2,1,0,1,54894441.00,9,157672.00,6,78836.00,77,3072.00,1083,191.00,1843,112.00,4164,35.00,54007,12.00,60222,11.00,88430,12.00,287782,7.00,771820,7.00,1275113,4.00
929,2016-08-16,2,26,34,37,46,4,8,2,1,4,1,4,1,0,1,2,1,0,0.00,2,472442.00,4,78740.00,28,5624.00,494,279.00,1055,131.00,1537,64.00,24369,18.00,23246,19.00,47846,15.00,134632,10.00,375941,9.00,740356,5.00
928,2016-08-12,2,15,28,36,50,2,11,,2,3,1,4,1,1,1,1,1,0,0.00,3,452022.00,12,37669.00,53,4264.00,928,213.00,1868,106.00,2075,68.00,38950,16.00,28070,23.00,79765,13.00,143935,13.00,568992,9.00,1188221,4.00
927,2016-08-09,12,19,43,44,45,5,10,19,2,3,3,2,0,2,0,0,3,0,0.00,5,190659.00,5,63553.00,28,5674.00,570,244.00,1104,126.00,1391,71.00,27212,16.00,21497,21.00,55256,13.00,119674,11.00,416632,8.00,837701,4.00
926,2016-08-05,16,19,24,35,37,2,7,,3,2,3,2,0,2,1,2,0,0,0.00,3,436958.00,9,48551.00,59,3703.00,867,220.00,1571,122.00,2800,49.00,40745,15.00,40241,16.00,74921,13.00,221908,8.00,609472,8.00,1106375,4.00
925,2016-08-02,2,8,27,38,46,2,6,,2,3,1,4,2,0,1,1,1,0,0.00,3,296717.00,5,59343.00,32,4636.00,705,184.00,1229,106.00,1912,48.00,28925,14.00,25896,16.00,53240,13.00,136918,9.00,408629,8.00,778310,4.00
924,2016-07-29,1,21,26,40,50,2,4,,2,3,2,3,1,0,2,1,1,1,72413419.00,2,798845.00,10,53256.00,61,4365.00,1086,215.00,2460,95.00,2492,67.00,45921,16.00,36448,21.00,96787,13.00,202705,11.00,687264,9.00,1408157,4.00
923,2016-07-26,3,10,13,45,49,2,11,45,3,2,4,1,2,1,0,0,2,0,0.00,2,536906.00,3,119312.00,40,4474.00,731,214.00,1607,97.00,1536,73.00,32020,15.00,22316,23.00,74485,11.00,116448,12.00,476923,8.00,1077540,4.00
922,2016-07-22,7,24,26,37,45,5,9,"24,37",2,3,3,2,1,0,2,1,1,0,0.00,7,198567.00,12,38610.00,70,3309.00,1080,188.00,1845,110.00,2969,49.00,45488,14.00,43443,15.00,82217,13.00,234234,8.00,675188,8.00,1214847,4.00
921,2016-07-19,19,24,28,36,37,3,6,,2,3,2,3,0,1,2,2,0,0,0.00,1,966689.00,2,161115.00,37,4354.00,624,226.00,1175,120.00,1864,54.00,30782,14.00,27600,17.00,58469,13.00,145933,9.00,447065,8.00,842113,4.00
920,2016-07-15,2,11,13,14,21,1,8,,5,0,3,2,1,3,1,0,0,0,0.00,10,133037.00,18,24637.00,83,2671.00,1372,141.00,2825,69.00,2753,50.00,36350,18.00,55624,11.00,114885,9.00,171840,10.00,701192,7.00,1458141,3.00
919,2016-07-12,3,7,26,33,41,2,10,33,2,3,4,1,2,0,1,1,1,0,0.00,3,314889.00,8,39361.00,42,3749.00,630,219.00,1460,94.00,1471,67.00,29171,15.00,20377,22.00,68552,11.00,106761,12.00,416470,8.00,956974,4.00
918,2016-07-08,8,12,18,33,44,4,8,,3,2,1,4,1,2,0,1,1,0,0.00,7,186974.00,9,48475.00,80,2727.00,1321,144.00,2252,85.00,3693,37.00,49957,12.00,45744,14.00,92889,11.00,206879,9.00,663655,7.00,1260603,4.00
917,2016-07-05,1,10,29,38,48,3,4,,2,3,2,3,2,0,1,1,1,0,0.00,2,446081.00,4,74347.00,37,4019.00,565,230.00,1124,116.00,1182,79.00,25884,16.00,18771,23.00,51524,13.00,104997,12.00,394597,8.00,770402,4.00
916,2016-07-01,2,11,13,40,50,1,10,,3,2,2,3,1,2,0,1,1,1,23845060.00,3,442253.00,8,55282.00,49,4513.00,785,246.00,1950,99.00,1705,81.00,37370,16.00,25899,25.00,87491,12.00,130711,14.00,555254,9.00,1315084,4.00
915,2016-06-28,26,32,37,43,49,4,5,,0,5,3,2,0,0,1,2,2,0,0.00,8,110916.00,4,73944.00,22,6722.00,654,198.00,1195,108.00,1206,77.00,17853,17.00,47233,24.00,24421,14.00,102983,12.00,365099,9.00,677669,5.00
914,2016-06-24,11,19,27,28,39,3,10,,2,3,4,1,0,2,2,1,0,1,39675953.00,4,348865.00,9,51684.00,57,4080.00,1259,162.00,2798,73.00,2479,59.00,51738,12.00,34015,20.00,112550,10.00,166438,11.00,676508,8.00,1465740,4.00
913,2016-06-21,5,17,32,35,49,1,5,,2,3,4,1,1,1,0,2,1,0,0.00,2,483196.00,9,35792.00,49,3287.00,767,184.00,1397,101.00,1656,61.00,31392,14.00,24775,19.00,58204,13.00,129583,10.00,456867,8.00,832650,4.00
912,2016-06-17,1,7,18,27,43,4,8,,3,2,4,1,2,1,1,0,1,0,0.00,3,446513.00,11,40592.00,76,2938.00,1261,155.00,2677,73.00,3037,46.00,49895,12.00,41215,16.00,104564,10.00,203885,9.00,656067,7.00,1362394,4.00
911,2016-06-14,13,34,39,42,50,9,11,42,1,4,2,3,0,1,0,2,2,0,0.00,1,929477.00,5,61965.00,29,5342.00,529,256.00,1078,126.00,1328,73.00,26356,16.00,19382,23.00,54820,13.00,99310,13.00,379126,9.00,802799,4.00
910,2016-06-10,14,21,35,42,43,7,9,35,2,3,3,2,0,1,1,1,2,1,85076371.00,3,601952.00,7,85993.00,152,1980.00,2065,128.00,2894,91.00,3607,52.00,60870,14.00,47941,18.00,106247,13.00,263910,9.00,822435,8.00,1480448,5.00
909,2016-06-07,19,26,35,45,49,2,5,,1,4,4,1,0,1,1,1,2,0,0.00,1,1255018.00,4,104585.00,54,3874.00,755,242.00,1437,127.00,2321,56.00,36408,16.00,34991,17.00,68217,14.00,200771,8.00,561022,8.00,1018814,5.00
908,2016-06-03,7,23,31,33,39,6,10,,2,3,5,0,1,0,1,3,0,0,0.00,6,260823.00,15,34776.00,70,3726.00,1248,183.00,3002,76.00,2440,67.00,48370,15.00,34219,22.00,115612,10.00,172915,12.00,675793,8.00,1589903,4.00
907,2016-05-31,6,12,26,30,48,6,7,,2,3,0,5,1,1,2,0,1,0,0.00,12,90161.00,9,40071.00,52,3468.00,1006,157.00,1765,89.00,2149,52.00,41960,12.00,28482,18.00,70092,12.00,139128,11.00,551311,7.00,952524,4.00
906,2016-05-27,13,25,27,43,46,4,8,,2,3,4,1,0,1,2,0,2,0,0.00,8,185871.00,15,33044.00,70,3540.00,1038,209.00,2121,102.00,2851,54.00,47605,14.00,42546,17.00,97634,12.00,223210,9.00,682322,8.00,1385056,4.00
905,2016-05-24,16,17,23,34,37,6,9,,3,2,3,2,0,2,1,2,0,0,0.00,5,199578.00,5,66526.00,53,3138.00,734,198.00,1432,102.00,1925,54.00,32595,14.00,27494,17.00,64024,12.00,139929,10.00,465610,8.00,924835,4.00
904,2016-05-20,9,14,30,41,45,4,9,,2,3,3,2,1,1,1,0,2,0,0.00,0,0.00,2,923685.00,60,3849.00,844,239.00,1641,123.00,2677,54.00,39944,16.00,41450,16.00,76130,14.00,217358,9.00,612954,8.00,1177185,4.00
903,2016-05-17,15,27,32,36,39,3,10,15,1,4,3,2,0,1,1,3,0,0,0.00,3,311110.00,6,51852.00,34,4575.00,546,249.00,1235,110.00,1284,76.00,26089,16.00,19066,23.00,56541,13.00,102016,12.00,384775,9.00,824629,4.00
902,2016-05-13,7,15,28,31,42,10,11,,2,3,3,2,1,1,1,1,1,0,0.00,6,258522.00,20,25852.00,64,4039.00,1156,196.00,3419,66.00,2042,79.00,43727,16.00,29431,25.00,128707,9.00,157728,13.00,592167,10.00,1682415,3.00
901,2016-05-10,2,26,27,40,49,5,10,40,1,4,2,3,1,0,2,1,1,1,73002277.00,1,1219013.00,6,67723.00,41,4955.00,637,279.00,1368,130.00,1765,72.00,32530,17.00,27613,21.00,66142,14.00,150844,11.00,512239,9.00,1042147,4.00
900,2016-05-06,32,34,40,45,48,1,10,34,0,5,1,4,0,0,0,3,2,0,0.00,4,381863.00,10,50915.00,41,6209.00,827,269.00,1664,134.00,1683,95.00,35124,20.00,26001,28.00,78567,15.00,142403,15.00,530426,11.00,1222213,5.00
899,2016-05-03,8,23,24,34,38,3,7,,3,2,1,4,1,0,2,2,0,0,0.00,1,1073862.00,7,51136.00,71,2521.00,838,187.00,1493,105.00,2900,39.00,36484,13.00,42604,12.00,67095,12.00,222486,7.00,525897,7.00,964243,4.00
898,2016-04-29,4,5,25,28,43,6,11,,3,2,3,2,2,0,2,0,1,0,0.00,8,191461.00,7,72938.00,47,5432.00,917,244.00,2149,104.00,2009,79.00,43451,16.00,30776,24.00,102486,12.00,161195,13.00,660939,8.00,1553921,4.00
